Participant,Cluster_1_Mean,Cluster_2_Mean,Cluster_3_Mean
sub-pp020,2.7990352383453656,2.934114473136498,-5.4449789899588374
sub-pp008,15.947020869880557,4.978426544652244,-3.1920536754918554
sub-pp135,-5.294518124342835,-5.973035211537461,-10.91344654595912
sub-pp009,-4.649062435859312,9.947165852689942,1.9337898326211906
sub-pp045,-11.445677768815488,-8.723113786062745,-10.620619778093655
sub-pp022,8.088621812978548,18.372167634894776,5.5950938763604245
sub-pp021,6.073774553311175,8.325351096557382,2.816545233724451
sub-pp004,-6.9144020361078535,-6.895438551485457,-2.666556262678724
sub-pp069,-16.238461354000126,-0.8921324350296067,-5.646119895855902
sub-pp126,-6.526505017101006,-7.393228720481726,-3.0528711102677
sub-pp137,-6.588019764285066,-3.539076530908952,2.483079168752991
sub-pp067,16.22408106298504,14.061355618485173,11.778289114626839
sub-pp166,-3.0703504203099334,-11.911572341690135,11.201178230774806
sub-pp111,3.090536958889333,17.7648414216956,-6.977047821187931
sub-pp099,29.80028919052489,-28.517879725805397,3.061916122883262
sub-pp151,7.715202497138536,-0.8212470917560445,-14.86040845470018
sub-pp152,21.254824196150203,-6.567903001421218,-3.2424973926190326
sub-pp156,-5.033792320393516,-11.452865253584307,-0.96061630355945
sub-pp149,4.382504477834853,-5.731563288056867,-1.6931027112376855
sub-pp159,-6.532515266809813,-0.06335636469272482,-21.29875439824629
sub-pp116,9.210041849377626,11.58668081918884,11.89689073079612
sub-pp115,-43.07806025079624,3.257699459009992,-7.27364847010694
sub-pp108,-0.37574534576586976,-6.1562170917829855,5.141889966222611
sub-pp007,9.814703533281618,16.684996408761524,12.097154415806914
sub-pp105,-6.370057014525383,1.8441306353187892,-5.557813032487663
sub-pp124,1.4324884767850448,-7.65935655159092,-0.13825723000063336
sub-pp030,7.86478016088845,4.106742897808878,2.31209104861342
sub-pp164,2.160809824572218,-17.34984497306614,5.911225316594272
sub-pp155,27.471833276534507,-6.548836239715376,8.819496599028108
sub-pp150,10.303220248312694,-10.652466925214773,2.090290838130426
sub-pp162,-1.8851302063098165,-4.062550094650417,0.6926688967216167
sub-pp106,-0.006582131241253036,-5.258723384461524,-0.09329773733396061
sub-pp076,-6.638300505316186,-20.259396681653673,0.06985546367809502
sub-pp048,8.942710592125648,-0.8012555988882083,7.266494403267372
sub-pp042,2.4724822278151257,12.385517451810381,-0.3626780944689368
sub-pp052,8.571585278695974,-6.454436442121365,0.3224080580344079
sub-pp068,10.410773095808656,6.339846674332527,11.647462449079123
sub-pp092,-3.4438890450282726,16.982629590141052,5.468145286649555
sub-pp093,-11.382220742409814,-5.664467947855287,-5.803435747202478
sub-pp032,19.388152829126014,0.2624275489796788,13.855498815462674
sub-pp125,17.70583905056565,15.001187362204321,10.354082281469825
sub-pp023,29.30190702216507,2.4900576764809306,-3.190913695671686
sub-pp025,16.4230890672007,6.939001750882939,4.847313793194638
sub-pp033,-1.7782906277138673,7.390558972985286,-4.422516785776817
sub-pp112,15.125025776722385,2.770280314762084,13.883190375198213
sub-pp019,-14.23631649583712,1.8488771124371415,-3.996805040739758
sub-pp110,-29.197910991101388,-32.50375921157051,-25.6182226118989
sub-pp027,-30.466839085706695,-3.473130831484749,-13.618110305379714
sub-pp077,13.667183453696753,-1.3941327517411972,-1.6413365316393953
sub-pp127,6.1614466122781,-6.63276512342724,3.846961575699137
sub-pp044,12.695323765233248,4.684459751365004,1.0902367742272987
sub-pp091,-6.569502455089659,6.634532340216995,3.6949925258103944
sub-pp161,14.136987048797979,5.755800902441429,6.426047813384303
sub-pp039,22.748216945611073,-8.158108028405106,9.146003325573478
sub-pp031,15.644005368561288,-7.7525605352218845,8.620297644154038
sub-pp036,7.8098937226375735,0.20155766587246393,4.508849570134221
sub-pp043,-5.595004183482825,6.98816094447253,-5.928148726908635
sub-pp034,-6.057984610517582,12.025343091903977,-4.278779966393801
sub-pp129,22.155571169649324,-9.380097285505954,5.491106117489538
sub-pp046,9.07519877568155,5.807287560786055,4.066646732721352
sub-pp061,14.914990763832442,17.21584123603063,10.242472397225537
sub-pp083,37.07913655006957,12.583917695540386,12.134823323236724
sub-pp088,2.167208319245475,-7.104394755361835,-10.729889050214949
sub-pp041,13.971765084504456,-1.9491391116600545,5.682409115285644
sub-pp012,1.4054651909931646,7.053902617803281,5.190783291984772
sub-pp051,10.68144024283943,9.836489248094582,1.069805921125735
sub-pp053,-4.471348605040617,1.9005157368797096,7.050902108241995
sub-pp133,11.749137654476716,-5.005391761782716,5.043179572280774
sub-pp169,9.373606291284483,9.427680415941067,3.0342591600853646
sub-pp011,-1.775433016795955,3.0086255657176175,-6.816440339583466
sub-pp003,11.287352665946512,22.44346452178688,2.7661712330767876
sub-pp080,20.92064884951907,8.974086005320833,5.469569089635466
sub-pp136,16.502132179449774,2.978451229023742,10.272472945003535
sub-pp094,9.825150750612305,18.048284947800912,4.5067243075190815
sub-pp142,-0.6332178580557961,-2.9190377391495645,-1.6859688226418954
sub-pp005,-5.2883675149948655,-3.6204106082396756,-11.668322143672594
sub-pp026,8.163860908167125,15.333828617177415,2.022168206924454
sub-pp132,5.732230604029523,14.61098940514252,-3.256245773691345
sub-pp002,9.783113809313603,19.74529678278852,4.077266614273131
sub-pp139,25.16220221556946,-2.3877432137737915,1.486783296936312
sub-pp066,-20.560146564004306,3.796604165332799,-5.133548086934962
sub-pp029,12.195645818497963,3.7295002857009405,6.685372396355595
sub-pp060,31.905959789356785,29.515705895920593,36.882023557065196
sub-pp119,-0.309693857904769,9.10282665616171,5.305518415765781
sub-pp130,2.877713519767551,6.928478881530337,3.8840953748928713
sub-pp167,6.595647696383342,22.6313056579277,4.344327082257592
sub-pp070,-1.0332564362910337,10.362680402711604,3.8314632381318106
sub-pp059,13.822975318326788,6.632127301457028,3.164069950417662
sub-pp028,13.386775435199459,-0.9018237953038652,6.660163508857754
sub-pp064,2.4970247137533157,-5.555624797828292,13.129277145434504
sub-pp143,23.069565389684573,21.06888621475527,12.397452794852303
